student,coursecode,ratings
109,SOCI3015,3
167,SOCI2011,5
151,SOWK3030,1
117,SOCI2000,1
199,SOCI3043,1
122,SOCI2020,1
122,SOCI3034,2
199,SOCI3030,4
194,PSYC3001,5
107,SOWK3020,5
197,PSYC1002,1
130,SOWK1010,1
149,SOCI3047,4
176,SOCI3008,2
150,PSYC2006,1
101,PSYC1002,3
124,SOCI1002,3
126,SOWK3028,5
153,PSYC3009,1
160,SOCI2007,5
196,SOCI3021,2
142,SOWK3014,1
138,SOWK3030,3
113,SOCI3030,5
128,PSYC2006,5
115,PSYC2002,1
111,SOWK2002,5
117,SOCI1001,3
136,SOWK2003,5
145,SOCI3027,4
113,SOCI3034,4
184,SOWK2009,4
121,SOWK2107,5
110,SOCI3031,4
167,SOWK2003,4
117,PSYC2004,1
122,SOWK3028,3
150,SOCI2000,5
143,PSYC3027,3
142,SOCI2111,3
178,PSYC3027,4
106,PSYC2006,2
113,SOCI2004,1
130,PSYC3011,2
198,SOWK2022,1
159,SOWK3000,3
104,PSYC2007,5
142,SOCI3026,1
145,PSYC3007,4
165,PSYC2017,4
199,SOCI2007,4
131,SOCI3008,1
173,PSYC2007,4
164,SOCI3036,5
165,SOCI3045,4
117,SOCI2004,5
173,PSYC2008,2
175,SOWK2005,3
131,SOWK3014,5
103,PSYC1005,5
126,PSYC3007,1
178,PSYC3001,3
139,PSYC2004,2
109,SOWK2004,4
147,SOWK2007,3
110,SOCI2007,2
130,SOCI2009,1
117,SOCI2007,5
150,PSYC3008,3
153,PSYC1002,2
177,PSYC1000,1
200,SOWK2008,4
138,SOWK2003,4
139,PSYC1002,1
105,SOWK3017,1
154,PSYC1000,2
200,SOWK2022,1
198,SOCI2011,2
113,PSYC2004,5
118,SOCI2017,1
160,SOCI2007,4
149,SOWK1010,5
144,PSYC3008,3
171,SOCI3034,2
114,PSYC2005,2
180,SOCI2018,3
138,PSYC2002,4
102,SOCI3045,5
102,SOWK2022,1
197,SOWK2003,4
170,SOCI3041,3
116,SOCI3032,2
157,SOWK2003,5
194,SOWK1001,4
138,SOCI3004,5
149,SOWK1003,4
182,PSYC1000,1
150,PSYC1001,5
132,SOWK3010,5
153,PSYC3009,5
124,PSYC2003,5
155,PSYC1002,1
127,SOCI3044,4
179,SOCI2008,4
112,SOCI2018,2
114,PSYC2019,4
155,SOCI1005,5
158,SOCI3011,2
125,SOCI2017,4
164,SOWK3030,3
177,SOWK3030,1
134,PSYC2003,1
132,SOWK3020,5
149,SOCI2009,1
101,SOCI3027,2
127,SOCI3036,5
140,SOCI2008,2
147,PSYC2004,4
147,SOWK2009,5
183,SOWK3014,4
194,PSYC3011,3
162,SOWK3028,5
118,SOWK2003,3
162,SOCI1001,5
187,SOWK3020,4
135,SOCI2000,2
167,SOWK2006,2
109,SOCI3011,2
155,PSYC1005,2
131,PSYC3007,2
185,PSYC2008,1
141,SOCI1003,1
188,SOCI3043,1
179,SOCI2011,4
163,PSYC3007,1
195,SOWK1003,3
116,SOWK1001,5
128,SOCI3026,4
124,SOWK2007,2
160,PSYC2008,4
169,PSYC2005,1
186,SOCI3027,2
133,PSYC3011,2
167,SOWK3010,3
159,SOCI2017,3
180,SOWK2005,5
200,SOCI3031,2
179,SOCI1002,1
112,SOCI3045,1
133,SOCI3024,5
163,SOCI2009,3
112,SOCI2017,3
148,SOWK3020,2
185,SOWK2009,1
192,PSYC3027,4
118,SOCI3031,4
173,SOCI3042,2
136,SOCI3041,5
198,SOCI3047,5
101,PSYC3007,1
183,SOWK3000,5
179,SOWK2006,4
194,SOCI3041,1
161,PSYC2006,2
151,SOWK1001,1
160,SOCI2006,2
163,SOWK3009,5
187,SOWK2107,2
103,SOWK3030,1
167,SOCI2008,1
188,PSYC2005,2
114,SOCI3027,2
160,SOCI2000,5
181,SOCI3025,1
165,SOCI2018,3
106,SOCI2008,4
125,SOCI3022,3
182,SOCI3043,4
197,SOCI3024,3
165,SOCI1002,3
130,SOWK2107,3
188,PSYC3010,2
163,SOWK2022,4
109,SOCI2005,4
120,SOCI1001,1
131,PSYC1005,3
132,PSYC1002,4
197,SOCI2001,3
136,SOCI3030,4
156,PSYC3027,3
185,PSYC1002,2
138,SOCI2005,1
199,PSYC3001,4
184,PSYC1001,1
182,SOCI3030,3
114,SOCI3044,4
194,SOCI1005,2
135,SOWK2002,5
106,SOCI1005,3
187,SOCI3011,2
145,SOCI2005,4
186,PSYC3007,5
169,SOCI3027,3
190,SOWK1001,2
121,PSYC2007,2
180,SOCI1005,5
138,SOWK2008,2
120,PSYC3010,1
167,PSYC3011,2
167,SOWK2006,3
185,PSYC2002,5
140,SOCI3042,5
126,PSYC1005,2
161,SOWK3020,5
114,SOCI1005,5
111,SOCI2020,3
106,SOWK3000,1
160,SOCI3030,3
161,SOCI2008,1
159,SOCI3034,1
129,SOCI2009,5
156,SOCI3047,2
104,SOWK3028,1
154,SOWK2009,3
159,SOWK1003,3
101,SOWK3015,1
180,SOWK2007,3
193,SOWK2107,4
159,SOCI3030,1
193,PSYC2006,4
181,SOWK2107,3
130,PSYC3011,1
197,SOCI3036,4
135,SOWK3017,2
142,SOCI3022,1
101,PSYC2002,2
198,SOWK2002,5
121,SOCI3036,3
152,SOCI3022,3
185,SOWK1001,5
101,SOWK2002,2
142,SOCI3036,5
111,SOCI3026,5
147,PSYC2000,2
111,SOWK2007,4
186,SOCI2005,1
139,SOWK3020,2
128,PSYC3009,1
172,PSYC1006,4
174,SOWK2004,5
112,SOCI2001,3
157,SOWK2001,2
120,PSYC3008,1
113,PSYC3011,4
110,SOCI3004,3
177,SOCI3036,2
166,SOCI2000,1
121,SOWK3014,4
164,SOWK3020,1
152,SOCI1005,4
197,SOCI2009,1
101,SOCI2000,3
151,SOCI3022,2
142,SOCI2007,5
145,SOCI3018,5
129,SOCI3026,3
183,SOCI3046,1
125,PSYC1005,5
134,SOCI3046,2
185,SOCI2020,5
139,SOCI2008,4
190,PSYC2007,3
187,SOCI1001,1
131,SOCI3043,4
117,SOCI3004,2
109,PSYC2005,2
198,SOWK3030,1
148,SOWK1001,3
120,SOCI2008,1
175,PSYC3001,2
141,SOWK3009,5
116,PSYC2019,3
111,SOCI1001,1
132,SOWK3010,5
138,SOCI2020,5
172,SOCI3027,2
191,SOCI3027,3
130,SOWK3009,3
170,SOCI2006,4
165,SOCI1001,1
163,SOCI3004,4
130,SOCI2005,4
138,PSYC1006,2
115,SOCI2006,2
124,SOWK3014,2
102,SOCI2006,5
167,PSYC2007,5
119,SOWK2004,1
116,SOCI3027,1
107,SOCI3022,2
199,PSYC2006,4
174,SOWK1003,3
170,PSYC2002,1
166,PSYC2004,3
147,SOCI2011,4
157,SOCI1005,4
197,PSYC1000,2
188,SOWK3017,1
148,SOWK1010,1
181,SOCI3044,5
198,SOCI3030,5
199,SOCI2011,5
177,SOCI3044,2
132,SOCI2009,3
155,SOWK3017,2
114,PSYC3011,2
130,SOWK3009,1
103,SOCI1005,4
105,PSYC1000,4
173,SOCI2111,2
160,PSYC2008,2
197,SOCI3030,5
125,SOWK3014,4
153,PSYC3001,1
168,SOWK3009,5
135,SOWK1003,4
128,SOCI2011,2
125,SOCI3031,4
124,SOWK3014,2
152,PSYC3008,4
118,SOCI3008,5
199,SOWK3030,3
196,SOCI1003,1
116,PSYC3008,1
194,SOCI3022,2
154,SOWK3017,3
147,SOCI2018,2
179,PSYC1001,1
136,SOCI3047,2
113,SOCI2001,3
133,PSYC2002,4
141,PSYC2017,1
128,SOCI1006,1
153,SOCI3032,2
157,PSYC1000,1
102,PSYC2003,1
134,SOCI3031,3
149,SOCI3026,1
111,SOCI1002,5
175,SOWK2021,1
195,SOCI3018,5
157,SOCI2001,2
136,SOCI3018,1
169,SOCI2020,3
187,SOWK3014,3
182,PSYC3008,4
170,PSYC3009,2
126,SOCI3027,5
172,SOCI3021,5
177,SOCI3025,3
184,SOCI2000,3
136,SOCI2009,1
123,SOWK3020,5
188,PSYC2008,2
196,SOCI2009,3
133,SOWK2001,2
157,PSYC3027,4
130,PSYC1006,4
135,SOCI2004,1
141,SOCI3024,3
103,SOCI2011,4
136,SOWK2005,1
192,SOWK2021,1
158,SOCI3047,2
156,SOWK2107,2
130,SOWK3000,1
188,SOWK1010,2
179,PSYC3009,3
132,SOCI1005,1
109,SOCI1006,4
167,SOWK2004,1
136,SOWK3010,1
168,SOCI2008,4
161,PSYC2004,2
137,SOCI3042,2
162,SOCI2020,5
181,SOCI3026,1
110,SOWK2107,4
117,SOCI2008,5
196,PSYC2019,4
161,SOCI3041,2
169,SOCI3024,4
106,SOCI3008,5
138,SOCI3025,2
112,SOCI3004,2
146,PSYC2017,4
159,SOWK2009,4
171,PSYC2005,4
134,SOCI3031,4
124,PSYC3011,1
199,SOWK2007,3
180,SOCI2005,1
182,SOCI1006,3
162,SOCI3045,2
103,SOCI3025,5
110,SOCI1005,2
115,PSYC1000,3
171,SOCI3021,4
168,SOCI3044,4
162,PSYC3001,4
172,PSYC3011,4
129,SOWK2002,1
131,SOWK3015,4
126,SOWK2001,2
140,PSYC1005,5
178,PSYC3027,1
138,PSYC2019,4
175,SOWK2022,1
160,SOCI3024,5
158,SOCI2001,4
127,PSYC3011,3
176,PSYC3008,5
153,SOWK1010,3
146,PSYC1001,1
179,SOCI1003,2
125,SOCI2004,1
125,SOWK1001,1
198,SOWK1010,5
138,SOCI2011,3
185,SOCI3011,2
168,SOCI1006,4
189,SOCI2020,1
119,SOCI2000,1
139,SOWK3009,3
130,SOCI2000,3
145,SOCI1001,5
116,SOWK2006,1
107,SOCI3042,4
142,PSYC2008,1
124,PSYC1000,3
116,SOWK2005,5
194,SOCI2011,2
131,SOCI3024,5
187,SOWK2021,5
193,PSYC3010,1
110,PSYC3001,3
196,PSYC1005,2
138,SOCI2004,1
180,SOCI3022,4
123,SOWK2001,1
116,SOWK2107,3
124,SOCI2004,3
164,PSYC1000,1
123,SOCI2017,2
120,SOWK2004,3
183,SOCI3011,1
144,SOWK2005,3
152,PSYC3001,4
124,SOCI3015,2
144,SOCI1006,2
111,SOCI3031,3
128,SOCI2004,1
112,SOCI3047,3
179,SOWK2004,2
157,SOCI3025,4
114,SOCI3021,1
195,SOCI2017,5
153,SOWK3017,2
149,SOWK3015,1
159,SOWK2107,1
200,SOCI1006,2
133,SOCI3031,1
138,SOCI3008,3
108,SOWK1010,1
153,PSYC2002,5
122,SOCI3030,1
179,PSYC3027,3
163,PSYC2000,1
173,SOWK2022,1
105,PSYC2008,4
166,SOWK1003,4
151,SOCI3031,3
197,SOCI3030,5
154,SOCI3032,2
184,SOWK2004,2
195,SOCI2020,4
178,SOWK2021,3
182,SOCI1003,5
166,SOCI3042,4
171,PSYC2017,4
149,SOWK3000,4
154,SOCI3001,5
77,COMP1127,4
41,COMP1161,4
13,SWEN3145,1
79,COMP2170,3
6,INFO3105,1
55,COMP3191,4
59,COMP1127,3
24,COMP1127,1
1,COMP1210,5
66,INFO3170,3
10,COMP2130,4
51,INFO3435,1
53,COMP3101,4
9,INFO3170,3
35,COMP3270,2
97,COMP3801,1
10,COMP2211,3
26,INFO3180,2
57,COMP3191,5
65,INFO3155,3
69,COMP3220,2
42,COMP1161,4
64,COMP3911,4
91,COMP2211,2
7,INFO3180,3
10,COMP3702,5
10,INFO2100,1
91,COMP3192,4
24,COMP1210,1
38,COMP2170,2
32,INFO3170,4
13,COMP3220,4
29,COMP2140,2
88,COMP3192,2
93,COMP3101,1
81,COMP2130,2
71,INFO2180,3
88,COMP3101,4
60,SWEN3145,5
3,COMP1127,2
6,COMP3702,2
33,SWEN3165,1
88,SWEN3145,3
36,COMP3912,3
28,COMP3101,2
6,SWEN3130,3
24,COMP3901,3
48,INFO3180,1
86,COMP1220,3
56,COMP1127,5
71,COMP3801,1
73,COMP2140,1
62,COMP2201,2
20,COMP3702,2
40,INFO3110,2
86,INFO3170,5
83,COMP1210,2
22,SWEN3185,3
51,COMP2211,5
41,COMP3220,5
84,INFO3180,4
29,INFO3105,4
98,INFO2110,3
44,COMP3912,1
16,INFO3105,1
41,INFO2110,3
91,INFO3435,4
100,INFO3155,5
97,COMP1210,2
80,COMP3192,3
64,COMP1126,1
61,INFO3105,2
42,COMP1220,2
73,COMP3101,3
58,COMP1127,5
76,COMP1127,4
30,COMP1220,3
29,COMP1210,3
69,SWEN3165,1
72,COMP3911,5
50,INFO3170,4
66,COMP1210,1
82,COMP2211,1
61,COMP2190,5
27,INFO2180,1
33,SWEN3185,4
57,COMP2201,4
14,COMP2140,5
62,INFO2100,2
57,COMP1161,2
55,COMP2211,1
29,COMP2140,3
72,SWEN3165,1
52,COMP1220,1
75,COMP1161,5
16,COMP2201,2
59,COMP3161,2
16,INFO2110,3
95,SWEN3130,4
26,COMP3220,5
3,COMP3702,3
91,SWEN3165,5
23,COMP3801,2
1,COMP3912,2
85,COMP1126,1
71,COMP3652,4
63,COMP3702,5
85,COMP1210,2
49,SWEN3145,1
11,COMP1127,5
25,INFO3435,1
78,COMP3911,2
33,COMP3161,1
55,COMP3912,3
91,SWEN3145,5
89,INFO2100,4
18,COMP2130,3
67,COMP1126,3
95,COMP3161,4
14,COMP3901,3
88,COMP3702,2
86,INFO3155,1
10,COMP1127,5
9,COMP3652,4
76,COMP2130,4
73,COMP2201,2
38,COMP2130,1
98,COMP1127,4
74,COMP3911,3
75,COMP3191,3
84,INFO3170,4
78,COMP1161,1
82,INFO3180,3
72,COMP2140,3
50,COMP2130,4
14,COMP1127,2
52,COMP2190,1
46,COMP3912,3
8,COMP3101,3
3,COMP3911,3
89,INFO3105,1
9,COMP1220,1
97,COMP2201,2
68,INFO2100,4
83,COMP3192,3
72,COMP3191,5
28,COMP1220,1
12,INFO2110,2
27,COMP3191,3
93,SWEN3145,5
4,COMP2211,4
63,SWEN3130,5
61,COMP3220,4
59,COMP1127,4
63,INFO3110,4
17,COMP1161,4
75,COMP2211,4
63,INFO3435,2
8,COMP3801,4
80,INFO3180,3
13,INFO3105,1
61,COMP3912,1
52,COMP2130,1
4,SWEN3130,4
21,COMP2140,1
95,COMP1161,2
82,INFO2110,5
13,COMP1210,4
11,SWEN3290,4
61,COMP3912,2
38,COMP1127,4
1,SWEN3165,3
44,COMP2211,4
31,INFO3110,2
92,COMP3912,3
54,INFO3105,5
29,COMP3161,3
7,SWEN3145,5
45,INFO3180,4
41,COMP3101,2
24,COMP1161,2
62,COMP2190,2
55,COMP3901,5
75,COMP3911,4
53,COMP2211,3
30,SWEN3165,1
15,INFO2110,3
24,COMP2170,3
71,SWEN3185,2
52,SWEN3145,2
7,COMP2170,2
22,INFO3180,5
71,COMP1220,3
7,COMP1210,1
24,SWEN3185,5
40,COMP2140,5
32,COMP3702,2
2,COMP2130,5
77,INFO2100,5
70,COMP1161,3
13,COMP1126,3
18,COMP2190,1
53,COMP3220,5
8,SWEN3130,3
89,COMP2201,2
49,COMP3702,2
53,COMP2130,1
84,COMP3801,2
89,COMP3161,1
24,INFO2180,4
83,COMP1210,1
42,COMP2140,1
86,COMP1220,1
80,INFO3170,1
35,COMP3652,2
26,COMP3192,2
29,COMP2211,1
43,COMP1126,1
60,SWEN3185,5
42,SWEN3165,3
92,COMP2201,3
62,INFO3155,1
75,COMP1127,4
90,COMP1126,4
68,COMP2170,2
4,INFO3155,2
68,INFO3110,2
79,SWEN3130,2
18,SWEN3130,2
96,COMP1126,3
37,COMP2140,4
11,COMP1210,1
21,COMP1161,3
77,COMP1161,5
41,INFO2100,3
75,COMP3220,2
9,COMP3702,4
2,COMP3901,5
25,COMP2201,4
98,COMP3801,4
26,COMP3801,2
20,COMP3911,5
95,INFO2180,2
33,INFO3110,1
41,COMP3801,2
55,COMP3220,5
83,COMP3192,2
41,COMP1220,1
68,COMP3901,3
41,COMP3801,2
83,INFO2180,5
14,COMP2130,3
22,INFO3435,5
65,SWEN3145,5
33,COMP3801,2
39,COMP2130,3
43,INFO3110,5
56,SWEN3130,2
16,COMP1161,2
29,COMP2190,1
26,INFO3170,4
63,INFO3180,4
88,INFO3170,2
64,COMP2340,4
96,INFO2110,1
80,INFO3110,4
88,COMP3911,5
69,COMP3901,1
28,COMP3911,4
33,SWEN3290,4
79,COMP1127,1
19,INFO3155,1
54,COMP3901,5
14,COMP1210,3
9,INFO3170,5
48,COMP2140,2
86,INFO3155,1
2,INFO2100,2
95,COMP3801,1
55,COMP2130,4
64,INFO3435,1
48,COMP2170,4
38,COMP3911,4
59,COMP2130,5
65,COMP2130,3
43,INFO3180,4
97,INFO3155,4
26,INFO3110,2
56,COMP1210,5
60,SWEN3290,1
86,COMP2140,1
34,COMP2170,2
50,INFO2180,5
40,COMP2170,3
76,COMP1127,3
33,COMP3801,4
37,COMP2140,3
56,INFO3105,2
84,COMP3702,1
87,COMP1126,3
140,SOCI3022,4
141,SOCI1005,4
173,SOCI3042,5
138,SOWK2007,2
108,SOCI3047,3
184,SOCI3030,3
125,SOCI1002,1
121,SOWK3017,1
133,PSYC1001,4
116,PSYC2012,3
166,SOWK1003,5
178,SOWK2007,4
159,SOWK2008,4
121,SOCI3015,4
151,PSYC3010,5
108,PSYC1002,5
101,PSYC3008,3
131,SOWK1010,2
183,SOCI2111,3
167,PSYC2003,3
178,PSYC3010,3
146,SOCI3001,1
148,SOCI3042,2
160,SOCI2111,3
193,SOCI2111,3
185,SOCI3047,2
156,SOWK3020,5
199,SOWK2004,2
137,SOCI2007,2
146,SOWK3030,2
134,SOCI3041,3
186,SOWK2004,4
154,SOCI3032,4
156,SOCI3031,4
127,SOWK2008,2
187,SOCI1002,5
134,SOWK3028,3
166,PSYC3007,4
182,PSYC1001,5
158,PSYC2019,1
192,SOWK1003,5
146,SOCI3004,3
140,SOWK1010,1
184,SOCI2020,2
121,PSYC3008,4
188,SOCI3015,3
177,PSYC3001,2
176,SOWK1001,1
122,SOWK1010,2
116,PSYC1001,5
132,SOCI2017,3
173,SOWK3020,4
112,SOWK2004,2
174,SOWK3017,3
113,SOWK2021,5
186,SOCI3042,3
136,SOCI2004,4
140,PSYC3008,5
121,SOCI2011,2
189,SOCI3041,1
151,SOCI2018,1
114,SOWK1001,2
150,PSYC2004,3
106,PSYC2007,1
150,SOWK3015,2
129,SOCI2011,4
177,SOWK2009,3
175,SOCI3011,3
164,PSYC2012,5
170,SOWK2005,1
107,SOCI3026,1
143,SOCI1003,2
164,SOWK2005,3
101,SOCI2111,1
131,PSYC2012,4
120,SOWK3000,1
159,SOWK1010,5
151,SOCI1001,1
120,SOWK2005,5
161,SOWK3010,1
190,SOWK3017,1
113,SOCI3004,5
164,SOCI2008,3
162,SOCI3032,4
154,SOCI3024,2
200,PSYC2003,1
115,SOCI3046,5
141,PSYC3008,3
126,SOCI2004,5
118,SOCI2000,2
134,SOCI3015,5
199,SOCI3008,4
109,PSYC3007,5
114,PSYC2002,2
194,SOWK1001,2
145,SOWK2004,3
197,PSYC3008,1
123,SOWK3014,1
162,SOWK2107,1
127,SOCI2004,2
171,SOWK2021,4
163,PSYC2005,2
173,SOWK3020,3
101,SOCI3026,5
179,SOWK2022,1
119,PSYC1001,3
112,PSYC2003,1
102,SOWK1003,5
197,SOCI2006,2
113,SOCI3043,4
158,PSYC2000,2
112,SOCI3008,2
184,SOWK3017,3
183,SOCI3042,1
140,SOCI3047,2
185,SOWK3009,4
123,SOCI3008,1
148,SOWK1003,2
138,SOCI2007,1
127,SOCI3042,3
185,PSYC2006,3
120,SOWK2107,5
192,PSYC2007,5
192,SOCI1003,3
107,SOWK2007,5
102,SOCI3034,2
177,PSYC1001,1
159,SOCI2111,3
147,SOWK3000,3
143,SOCI1005,5
197,PSYC2017,3
157,SOWK3010,1
189,PSYC2005,2
191,SOWK3009,2
113,SOCI3025,1
164,SOCI2017,1
116,SOCI3043,4
163,SOCI3008,2
181,SOCI1005,1
153,PSYC2005,4
141,SOCI3004,5
142,SOCI3001,2
138,SOCI2001,1
109,PSYC2005,5
161,SOCI3004,4
128,PSYC2000,2
178,PSYC2000,1
148,PSYC1000,1
114,SOWK2005,4
148,SOWK1003,2
121,SOCI3041,4
170,SOCI3034,3
199,PSYC1001,2
107,SOWK2007,4
160,SOWK1010,3
116,SOCI3025,1
139,PSYC1001,3
133,SOCI2001,1
178,SOCI3025,3
176,SOWK2001,5
105,SOCI1005,5
158,PSYC2003,4
103,SOWK3028,3
161,SOWK2004,4
122,SOWK2003,3
131,SOCI3046,2
114,SOCI3027,5
121,SOCI3045,2
165,SOCI3024,3
159,SOCI3004,5
195,SOCI3027,2
159,SOWK1001,5
115,SOWK2107,4
131,SOCI3008,2
148,SOCI1005,1
138,SOCI3034,3
105,SOCI3043,5
105,PSYC2007,1
110,SOCI2000,1
107,SOCI3046,2
185,SOCI3043,4
198,PSYC2002,3
116,SOCI2009,4
191,PSYC1002,5
146,SOWK2009,2
200,SOCI3015,4
196,SOWK2002,3
105,SOCI2009,3
174,PSYC2019,1
106,SOWK2008,4
180,SOCI2011,5
122,PSYC3007,4
150,SOCI1001,4
170,SOWK2002,1
104,SOCI3027,2
119,SOCI3041,1
194,PSYC3008,5
143,SOCI3008,1
133,PSYC2019,4
119,SOWK2003,2
107,SOCI3043,1
139,SOCI2001,4
127,PSYC3008,5
143,SOWK3010,2
147,SOCI3015,3
154,SOCI2006,5
189,SOCI2008,2
172,SOCI3011,1
160,PSYC2003,4
141,SOCI3001,5
168,SOCI3045,3
113,SOCI1002,1
147,PSYC1005,1
106,SOCI3001,5
175,PSYC2017,2
142,SOCI1001,2
195,SOWK3028,1
107,SOCI3008,3
183,SOCI2006,3
120,SOCI3008,4
111,PSYC3010,5
118,PSYC1002,3
179,SOCI3026,3
161,SOCI1003,2
166,SOWK3010,4
138,PSYC2007,3
104,PSYC1002,4
198,SOCI3008,3
111,SOWK2006,3
164,PSYC2019,2
117,SOCI3034,4
166,SOWK3010,1
107,SOCI3025,5
197,SOWK2006,3
190,PSYC1001,5
103,PSYC1006,5
122,SOCI3043,4
194,SOWK1001,4
101,PSYC2012,1
178,PSYC3008,2
188,SOCI2008,2
198,SOCI3024,3
167,SOWK3009,4
142,SOCI1005,3
168,PSYC3001,1
143,SOWK3028,2
151,SOCI3036,3
101,PSYC1005,5
185,PSYC3001,3
153,SOWK2008,4
164,PSYC2012,1
154,PSYC1005,2
139,SOWK2009,2
181,SOCI2008,4
187,PSYC3011,3
146,SOWK1003,2
140,PSYC3010,2
170,SOWK2007,1
194,PSYC1002,3
143,SOWK3009,1
195,SOCI2007,2
112,SOCI3001,2
167,SOCI2001,1
153,SOCI3024,4
196,PSYC3007,3
130,SOCI3026,5
113,SOWK3030,5
178,SOWK3020,1
173,SOWK3030,5
113,SOCI2011,5
160,SOWK3000,3
184,SOCI2111,3
117,SOCI3042,1
182,PSYC2017,4
155,PSYC3011,3
123,SOCI3021,3
177,SOCI1005,5
193,SOWK2006,1
168,PSYC1001,2
167,SOCI3043,3
193,PSYC2000,1
116,SOCI3047,1
142,PSYC2008,3
146,SOWK3015,5
150,PSYC2012,4
139,SOCI2000,3
123,SOCI3046,4
192,SOCI3047,4
127,SOCI3046,1
138,SOWK2022,2
124,SOWK2001,3
132,PSYC2000,1
111,SOWK3010,1
194,SOCI2017,5
169,SOCI2008,3
126,PSYC3008,3
146,SOWK2009,4
130,SOWK2003,4
116,SOCI2018,1
162,SOWK2006,4
117,HIST3011,4.5
148,MDIA1006,2.8
13,FREN1304,1.1
172,MGMT1424,2.7
155,COMM2324,3.5
58,ZOOL2407,2.6
54,ZOOL2402,2.6
7,BIOC2020,2.4
171,PHYS2671,2.5
69,IMCC3901,1.6
66,CHEM3212,2.1
20,COMM3248,3.5
1,ECON3051,5
158,ELET2410,1.3
60,MG2026,3.7
98,BIOT3114,4.7
196,GOVT3009,4.4
8,FREN2002,1.6
198,MICR1011,3.7
116,PHIL2602,1.4
25,PHIL3602,2.9
58,GOVT2269,3.4
24,PHYS3341,2.9
64,GOVT3051,2.6
123,LING1819,1.2
139,FILM2826,4.6
3,MATH2401,3.5
182,BIOL2404,1.6
185,MUSC3002,2.9
129,GOVT3016,1.9
200,BIOT3116,1.3
188,GEOL1104,3.5
147,HIST3003,1.7
82,PHYS0421,1.3
162,CHEM2011,1.1
109,LITS1002,4.3
185,GOVT3048,2.9
132,MG2026,1.6
166,MATH3412,1.8
121,GOVT2110,4.3
90,JOUR1001,1.8
151,MGMT3051,1.2
142,COMM3399,4.5
109,LITS2604,3.3
72,ELET3611,1.7
10,PHYS1412,2.1
99,PHIL2003,1.2
81,FILM3815,3.4
93,HOTL3001,4.1
116,GEOL3104,3.8
97,COMM2901,2.7
5,MDIA2006,2.8
164,GEOL2204,2
83,PHIL3802,1.7
160,GOVT2049,3.5
200,FILM1810,4.2
127,PHIL2006,2
185,ECON2025,4.8
141,COMM3301,4.1
118,ECON2015,4.5
70,COMM3931,4
34,SPAN1402,4.5
39,LISB2502,2.8
33,MATH2411,3.3
98,HIST2007,4.3
114,MGMT3033,2
185,GOVT3202,3.5
145,CLTR3506,4.5
22,ECON2000,5
181,CLTR2505,3.2
66,GOVT1001,1.8
193,LITS2004,4.6
53,GOVT3035,2.3
119,BIOC1020,3.5
95,MGMT2008,4.2
111,HIST3021,1.1
90,SPAN3502,3
77,PHYS2386,2.2
77,LITS2706,2.2
183,MGMT3012,4.2
173,LANG3101,1.2
147,SPAN3301,4.6
84,LING2204,1.2
72,IMCC3901,3.1
14,MGMT2023,4.2
23,CLTR3506,3.7
109,MGMT3048,1.3
176,GOVT1012,4.6
61,LITS3113,4.7
21,MATH2404,1.2
188,MICR3213,1.2
76,CHIN1002,3.4
83,MICR3216,1.4
116,IMCC2900,1.4
53,PHIL1003,1.5
37,FREN3002,1.1
9,HIST3105,1.7
8,CHEM2010,4.8
116,CHEM3212,2.7
151,CLTR3510,4.6
66,CHEM3211,2.4
76,GOVT1013,3
198,SOWK3028,2
197,GOVT2006,1.5
135,MGMT3124,2.9
137,HIST1505,1.2
87,MUSC3300,4.6
118,MGMT3051,4.8
184,LIST3504,1.4
142,HIST3203,2.2
113,BIOL3312,2.7
74,FREN3507,2.3
46,CLTR3516,1.9
193,LING3399,3.2
28,LING1401,2.3
151,LIBS1502,2.4
93,MATH3423,1.6
21,JAPA2001,1.5
96,MATH3803,1.4
103,BIOC3413,4.6
19,FILM3815,3.5
7,ECON3073,1.4
161,MKTG3002,3.3
71,GEOL3108,4.3
88,PHYS1422,2.8
48,CLTR2524,2.8
148,IMCC2601,2.1
199,PHIL2001,1.6
135,AGCP3406,2.2
49,LITS3111,1.7
8,ZOOL2403,4.7
115,LING3202,4.9
97,LING2002,4.2
46,PHYS2396,2.3
52,LING1401,4.1
58,CHEM3402,3.6
43,IMCC3801,3.4
183,GOVT3180,2
105,PHIL3802,2.2
50,ELET2450,1.8
142,PHIL3018,1.3
118,BIOL3312,2
68,MGMT3017,2.1
2,CHEM2011,2.3
156,FREN3003,3.3
102,JOUR3901,1.8
27,MGMT3066,2.3
7,ECON3069,2.4
86,ACCT1003,4.8
149,GOVT1013,3.8
193,COMM3901,1.4
131,MATH3403,4
85,BIOC2020,2.8
46,JOUR1002,2.3
84,HIST3902,1.3
198,CLTR3510,4.1
81,LITS2806,3.6
34,GEOG3334,4.9
17,LING3001,3.2
187,LIBS3702,1.3
184,CHEM3513,3.4
81,LIST3714,3.8
93,CLTR1001,3.4
140,PHIL1002,4.5
55,GOVT3179,1
46,GEOL2205,2.4
45,LITS3103,3.9
105,FILM2812,1.6
97,GEOG1231,2.9
35,LING2820,3.8
164,MATH3801,3.1
100,CLTR3518,1.6
31,SOWK2021,2.2
2,STAT2004,4.2
154,HIST2902,3.7
32,BIOL3400,2.3
195,GEOL3105,1.9
4,CLTR3506,2.6
191,GGEO3332,2.9
83,ZOOL3405,3.8
